Designator,Mid X,Mid Y,Rotation,Layer
J2,127.88755,-112.391949,270.0,top
J3,156.21055,-103.041949,0.0,top
SW1,186.33755,-105.5,90.0,top
SW10,143.83755,-92.891949,270.0,top
SW2,194.33755,-97.5,90.0,top
SW3,178.33755,-97.5,90.0,top
SW4,186.33755,-89.5,90.0,top
SW5,172.33755,-83.141949,0.0,top
SW6,140.33755,-83.141949,0.0,top
SW7,126.31755,-81.436949,0.0,top
SW8,186.31755,-81.436949,0.0,top
U1,156.337546,-94.652475,0.0,top
U2,125.37775,-98.542449,90.0,top
